,measurement,timestamp_pulse_id,imageid,separation_um,balance,xi_um_guess,crop_px,snr_db,sigma_x_F_gamma_um_multiplier,pixis_profile_avg_width,sigma_F_gamma_um_opt_v2,xi_x_um_v2,xi_y_um_v2,chi2distance_deconvmethod_2d_v2,chi2distance_deconvmethod_1d_v2,xi_um_v2
10,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548028040,50,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,95.61185385174852,438.34973214229626
11,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027160,30,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,175.23257624390254,405.6040518652007
12,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027940,45,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,106.9425802382737,426.1316907354175
13,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026180,6,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,49.64580578639266,434.4934513131639
14,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026620,16,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,306.7142931268793,421.08223173082536
15,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026260,10,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,149.6005608855901,463.3510068269071
16,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026560,13,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,42.593230303912776,428.3308279907071
17,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027520,36,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,157.63322556504605,441.010601781937
18,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027960,46,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,274.0870893885385,429.3761736540341
19,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027920,44,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,128.9086847438103,428.00616694662966
20,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548028020,49,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,195.45835237429955,432.9257903149202
21,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027040,24,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,311.5953460671857,487.91604761714507
22,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026520,11,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,72.8047305365672,489.4208829958783
23,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026660,18,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,123.75711944584542,457.2356752398403
24,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026160,5,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,43.78851498080967,462.3051878492799
25,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026200,7,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,133.61816746145004,443.0345621028838
26,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027440,32,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,83.26223648563852,446.391124148878
27,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027480,34,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,108.6226922054121,432.76427470511686
28,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027500,35,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,53.219542784520215,441.5888787210202
29,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026060,0,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,95.0972015375211,492.1062758948075
30,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027100,27,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,87.3875470848109,437.8776045993408
31,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027560,38,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,249.59320381331423,469.293631612425
32,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026220,8,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,155.13933050012872,505.7756226915642
33,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027140,29,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,183.4509141522207,447.8789216739103
34,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026700,20,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,271.0505089647376,438.6422869827737
35,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027880,42,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,245.38154515012903,440.513297372388
36,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026080,1,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,102.1370959857122,408.106460429802
37,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026100,2,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,64.40850107324218,441.8417396793883
38,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026240,9,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,117.39386540168982,429.0273323041682
39,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027080,26,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,97.50942846711666,413.7133319339093
40,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027000,22,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,98.80298044049924,501.1627881107312
41,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027420,31,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,52.95607958066641,434.46244499057593
42,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026640,17,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,475.5333191812889,444.9690402718584
43,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026580,14,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,157.32217507838473,438.6376035074205
44,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027460,33,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,243.09206649048832,434.3289894653644
45,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027120,28,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,190.7825410621297,403.01945266589945
46,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027900,43,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,175.6818538630505,405.6959033158962
47,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026600,15,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,70.81218151888342,438.4892803289181
48,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026680,19,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,112.80264310825042,431.3719538032595
49,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026540,12,322.0,1.0,400.0,50.0,,1.2,200.0,,,,,283.4531754882263,414.8835954574039
50,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040339,50,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,656.47460322888,445.655570527714
51,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038999,21,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,156.2520646034834,457.751513932284
52,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038939,18,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,303.0087666359639,473.88567785819566
53,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039419,30,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,221.4139168257128,442.8359554831829
54,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039319,25,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,187.64629406021035,480.3282167769534
55,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039839,38,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,110.8194854423035,408.21091031390927
56,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040219,44,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,99.2713325244722,435.5179147242301
57,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038959,19,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,406.30620499693936,445.903145630125
58,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039919,42,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,87.94214719095172,446.27429370160377
59,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039339,26,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,90.52589610003216,456.41307565113897
60,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040279,47,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,75.11318074606166,472.4257750923645
61,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039439,31,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,208.6719596268219,487.7139378167279
62,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038819,12,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,362.20416608314633,529.3404177505198
63,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038399,3,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,100.85466640357568,428.94336335277904
64,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039399,29,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,223.14928419731663,475.7075999280416
65,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039299,24,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,175.31621575451757,485.9150981690758
66,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038439,5,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,350.7715192815323,486.8041642134839
67,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038479,7,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,251.85394386804583,401.1231234099472
68,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040239,45,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,80.61921101920946,456.55552424206167
69,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038379,2,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,151.51501818756867,467.0663043183092
70,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039799,36,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,449.6554424498947,483.4623783000176
71,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039279,23,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,212.35200933907464,501.8804815100117
72,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040299,48,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,105.06113159100428,491.22157724745256
73,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038859,14,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,229.8869548099197,448.94776663867776
74,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038919,17,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,57.03390106692824,485.9137630963796
75,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039779,35,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,188.62140811491653,462.0829523940069
76,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039459,32,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,138.36340722155447,515.54395795531
77,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039879,40,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,166.48090605715782,430.7971258298449
78,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038339,0,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,296.1635651505724,447.2838033424502
79,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040359,51,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,106.736885829515,478.3422660563872
80,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038519,9,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,422.0237342634536,449.02669989889625
81,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038839,13,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,152.98790578247818,485.12967119991225
82,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039759,34,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,303.3949504382615,410.6392180975629
83,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040259,46,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,429.0202030565433,460.6683446416807
84,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039379,28,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,287.08042182502214,470.0919989427008
85,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038499,8,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,187.0014927911677,467.058239405157
86,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039739,33,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,427.4075058329429,501.782618887338
87,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038899,16,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,301.146952149311,477.4060072232117
88,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040199,43,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,248.7183880246477,480.7941453353443
89,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038539,10,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,139.8522771159144,495.4757418836376
90,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040379,52,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,370.209741388148,442.47694420237946
91,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039899,41,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,487.83800078565815,478.8799460068102
92,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039859,39,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,311.79991066650905,513.1198770512615
93,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038979,20,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,211.53946636448907,501.0552790482072
94,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039819,37,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,201.62203288175485,457.4991073454469
95,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040319,49,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,354.5917965299618,473.55564502857874
96,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038459,6,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,305.37949740616864,520.6499689169258
97,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039259,22,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,80.87155862859987,486.3402128352768
98,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038359,1,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,378.6084273389411,511.78014854563855
99,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038799,11,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,182.0869097718307,459.96427766367793
100,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038419,4,445.0,1.0,400.0,50.0,,1.2,200.0,,,,,505.86499527199817,526.6321909460576
