,measurement,timestamp_pulse_id,imageid,separation_um,pixis_profile_avg_width,crop_px,shiftx_um,shiftx_um_range_0,shiftx_um_range_1,shiftx_um_do_fit,wavelength_nm,wavelength_nm_range_0,wavelength_nm_range_1,wavelength_nm_do_fit,z_mm,z_mm_range_0,z_mm_range_1,z_mm_do_fit,d_um,d_um_range_0,d_um_range_1,d_um_do_fit,gamma,gamma_range_0,gamma_range_1,gamma_do_fit,w1_um,w1_um_range_0,w1_um_range_1,w1_um_do_fit,w2_um,w2_um_range_0,w2_um_range_1,w2_um_do_fit,I_Airy1,I_Airy1_range_0,I_Airy1_range_1,I_Airy1_do_fit,I_Airy2,I_Airy2_range_0,I_Airy2_range_1,I_Airy2_do_fit,x1_um,x1_um_range_0,x1_um_range_1,x1_um_do_fit,x2_um,x2_um_range_0,x2_um_range_1,x2_um_do_fit,normfactor,normfactor_range_0,normfactor_range_1,normfactor_do_fit,mod_sigma_um,mod_sigma_um_range_0,mod_sigma_um_range_1,mod_sigma_um_do_fit,mod_shiftx_um,mod_shiftx_um_range_0,mod_shiftx_um_range_1,mod_shiftx_um_do_fit,shiftx_um_fit,wavelength_nm_fit,z_mm_fit,d_um_fit,d_um_at_detector,gamma_fit,w1_um_fit,w2_um_fit,I_Airy1_fit,I_Airy2_fit,x1_um_fit,x2_um_fit,chi2distance_fitting,mod_sigma_um_fit,mod_shiftx_um_fit,gamma_fit_v2,xi_um_fit_v2,xi_um_fit
347,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548010186,18,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,52.88999465923098,7.938168570711225,,,7567.583040434296,0.7130214869863016,11.181059367722725,10.423726057800977,1.0,2.02620442781731,-3819.79144136655,3747.7915990677466,0.1656116246174834,3617.549586483488,1530.6723672364878,0.6519673991263306,764.3705835820895,859.5864145983151
348,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548010706,32,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,0.0670692868195601,7.952449533221795,,,7503.237903072115,0.6922839329982319,11.401409184834282,10.375470589109629,1.0,1.2684762414384063,-3711.9537474291874,3791.284155642928,0.1265459984030382,4272.420883789739,1377.22738496672,0.6572342329598374,771.6622795337491,824.3709934629542
349,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548009666,4,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-19.96540858512867,7.983663336699994,,,7530.038870068933,0.6502443300962027,11.116900569109369,10.362095488196708,1.0,2.956449781249387,-3699.584287473812,3830.45458259512,0.0493446083550173,3477.03729763232,1975.481351125616,0.5533277747015324,649.8531063433023,762.0170793427229
350,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548011106,40,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-1.628714224412306,7.951262737594196,,,7513.971058250021,0.7963470533933831,11.25762677004752,10.405613358399687,1.0,1.6391367750602992,-3713.862678068909,3800.108380181112,0.1243007594739826,5296.432790896813,3137.3040230174392,0.6682083790234346,787.350808838739,1047.6196742290929
351,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548009706,6,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,3.61736413017934,7.936146279771722,,,7477.621423304885,0.8989259461608938,11.801649734708503,10.403807543296653,1.0,1.764083820232336,-3686.8364359234592,3790.7849873814257,2.055311046163224,11295.243529932242,-6814.479187802407,0.7493544283663253,930.6770188326036,1531.504476822887
352,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548010686,31,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-21.67426263110883,7.977187510628841,,,7489.919418308069,0.6870946513368412,12.007454021106406,10.422388530849172,1.0,1.7661051195584414,-3674.5568822977866,3815.362536010282,4.176478962752081,12438.95344385295,-528.462874081084,0.686474850870434,815.0857141581852,816.0651693296802
353,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548009646,3,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-9.819055431737295,7.952746428781057,,,7516.358966998314,0.757192344198732,11.391880974144216,10.287407692898348,1.0,1.1803943094027725,-3701.814267745483,3814.544699252831,0.0978665570385856,4289.624113703535,2211.289460004011,0.6629825022948764,779.7941544962869,947.9256507218594
354,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548010546,24,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,3.105772614524767,7.964325921823021,,,7471.075866802305,0.7718165070025391,11.473083128418509,10.414509623240782,1.0,1.3012779390110918,-3696.3839150814297,3774.691951720876,0.0999770093575879,3923.302844609895,1696.354999768586,0.7029395504701244,842.0434044775532,982.3074907519168
355,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548011006,35,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,16.2785217993312,8.038384462434518,,,7512.573333015273,0.5582134469226423,11.711859743723554,10.639108714613132,1.0,0.9733582739208848,-3733.544966022284,3779.0283669929895,1.8542539371192053,9786.66724297875,9999.993875019669,0.3311946145943839,475.5690960280359,654.734119041114
356,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548011466,44,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,18.26041172901091,8.034635837502758,,,7498.498975804194,0.4300399431533394,11.6937358795165,10.819320358412089,1.0,0.9504177760478892,-3721.513966082582,3776.985009721612,2.026336898075585,15039.92232115721,9999.99923446022,0.3447550224656335,484.4463417875801,544.2078394276414
357,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548010986,34,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-19.70630172762958,7.987682088959356,,,7483.970766156106,0.8903846566251528,12.338551058705484,10.489518437722394,1.0,2.06866824348389,-3663.1039940834944,3820.866772072611,6.162086373304912,13037.426646345086,-9999.839650692054,0.6634816645758593,780.50910224394,1467.1857681134534
358,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548010106,14,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,1.837006050952823,7.964150524447566,,,7477.182381448862,0.8789283356899591,11.45929379031351,10.431718764750148,1.0,0.9907680554400176,-3697.780912944771,3779.401468504091,0.1215060781158799,5758.061060305644,3683.235890956112,0.7163128899859924,865.4989085269835,1391.6249003104058
359,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1d) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548011446,43,707.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-5.114253366128878,7.952333571950604,,,7502.897387773821,0.5282900550018347,11.203768729490966,10.493504982075388,1.0,1.1441472373066284,-3708.717218213899,3794.1801695599215,0.5612804420419837,45714.02294359683,-9240.08619616211,0.5176076928905232,616.0473638543187,625.8304770931693
360,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990118,29,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-6.136671790076662,7.9806134355113905,,,10784.825789161703,0.3370159268769365,10.58925567305457,11.702486920309546,1.0,0.5151751219509468,-4549.825789161702,6235.0,0.0542796117996395,7075.091059209129,2075.8622611573137,0.3228174984727662,696.2482350840927,709.8916620503223
361,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988758,3,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,37.35042430778413,7.97697089382782,,,10837.859638978884,0.9999999277120434,10.414402894271085,11.6177577914911,1.0,2.494179297109344,-4602.859638978884,6235.0,0.0375590839751571,3647.6365560491167,9998.598729936566,0.0233569336736111,381.9610668049209,2753586.3597675795
362,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989658,20,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,10.78006898200806,7.983879484705,,,10744.510010651617,0.3463173285817866,10.554259230445057,11.696029671428448,1.0,0.5586424007193763,-4509.5100113361805,6234.999999315436,0.0694950511937962,4445.694936397973,794.2704050872999,0.3408340456553692,713.5969605992135,718.9469860280743
363,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989644,19,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-4.8830514249498265,7.977755396912341,,,10764.624845416862,0.5521414049291551,10.644717788481987,11.961074922503595,1.0,0.915501939931815,-4529.624845416862,6235.0,0.0893307624321251,12246.053736627342,9999.998155546738,0.395596608065116,768.7895028322712,960.630429283614
364,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990078,27,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,13.932965168354484,8.012079973872845,,,10807.103930349447,0.6431167464793017,10.60943711249649,12.049251146926895,1.0,1.3370312701325102,-4572.1039314399,6234.999998909547,0.0837122186799683,8285.7472289736,9999.99921547678,0.3104530043935601,684.5264229681926,1114.2977418141215
365,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989778,24,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,19.92902967932082,7.961684085945968,,,10737.233752665994,0.1963360987937727,10.584921422827286,11.54391837649339,1.0,0.5082838710099888,-4502.233752754215,6234.999999911779,0.1611229935737064,99999.44754058577,-9995.201809246171,0.1953577947702368,579.3605099000054,580.2487063899192
366,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990058,26,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,4.022301236317162,7.982535528192426,,,10749.72406701516,0.377504396741305,10.629525817923282,11.61009886152464,1.0,0.4413172224914936,-4514.724072197298,6234.99999481786,0.0746287119504086,3690.9599924418408,985.9442014199632,0.3642733637668198,736.7210853019595,750.0904314958985
367,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989638,18,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-4.888857394685601,7.977773114995683,,,10764.904799315176,0.5496892334392284,10.646098836782595,11.962613076865424,1.0,0.9154058338137548,-4529.904799499515,6234.99999981566,0.0876449127280572,12290.717572555104,9999.995725752113,0.3947935119353697,767.9485491039483,957.0510333453018
368,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989178,9,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,30.93994288101476,7.944477056048046,,,10775.679125291346,0.261056984979191,10.541664217393842,11.477331207901592,1.0,0.3939780098939595,-4540.679149415812,6234.999975875535,0.1730607404544318,12366.51783455884,-9999.999999999707,0.188254238085354,572.8994462530986,638.8383798626079
369,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989118,7,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-78.62018874416685,8.052271599385396,,,10702.88887112392,0.821553420358482,10.628210746848046,12.170629518468656,1.0,0.6741368316772556,-4467.888874045844,6234.999997078076,0.1789290005080091,3996.802196271143,9999.999982858284,0.0359164140698408,405.913921488718,1669.882728011559
370,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989238,11,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-4.474032776003696,7.990950467234309,,,10763.721686780023,0.3984974242659912,10.672988128844125,11.597439308660904,1.0,0.7215182868745644,-4528.721686887329,6234.999999892696,0.097756350056342,20079.421324443443,-7110.192717008932,0.3742808314150524,746.8104832897593,771.8358866035492
371,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988778,4,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-3.0335714243090024,7.993597881354915,,,10762.78649213909,0.3270013674229001,10.57777850851564,11.78279064043589,1.0,0.5934137861931803,-4527.786492186037,6234.999999953052,0.0518313930250314,4160.269851907158,1487.4393424443515,0.306754867026654,681.0467159259018,700.2472208807795
372,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989598,16,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-7.134639159494554,7.975947667790236,,,10779.778224909249,0.3509029495760506,10.59098845955529,11.644798942854788,1.0,0.4827014790741907,-4544.77822536013,6234.99999954912,0.0398982575313461,5018.783692054005,1282.7197206452602,0.3396270668143177,712.4238998734733,723.4481553334728
373,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988738,2,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-34.53224193642927,8.093953869795246,,,10688.577636530448,0.3917171898776324,10.82434400534074,12.209290884425196,1.0,0.8688320719818394,-4453.577639373909,6234.99999715654,0.2582778010023644,10760.535870887506,9999.930368630394,0.2543539201090649,632.7401950824352,764.7368763148131
374,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989318,14,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-9.91274309731557,7.979375280659511,,,10792.6712086619,0.4402749866355739,10.531479176058944,11.814632065408146,1.0,0.8123019050921343,-4557.671208677243,6234.999999984656,0.0785797235825919,9323.818452857768,9999.8604489856,0.2477112816988115,626.7121321060825,817.3923395884296
375,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990083,28,1047.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,1047.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-5235.0,-6235.0,0.0,True,5235.0,0.0,6235.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,13.944142207215918,8.012087369142062,,,10808.735515576249,0.6401231724472232,10.613308473807354,12.05788652885829,1.0,1.3344026997310643,-4573.735515838968,6234.999999737279,0.0801136499493515,8313.155555598756,9999.99999126526,0.3104929485963577,684.5640710685441,1108.4552623913132
