,measurement,timestamp_pulse_id,imageid,separation_um,balance,snr_db,pixis_profile_avg_width,crop_px,xi_um_guess,sigma_x_F_gamma_um_multiplier,xatol,sigma_F_gamma_um_opt_v2,xi_x_um_v2,xi_y_um_v2,chi2distance_deconvmethod_2d_v2
375,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990083,28,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,221.9435785560945,483.1572932435969,10345.061052213345
376,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990138,30,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,198.70757392570084,483.1572932435939,11605.91572537576
377,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989158,8,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,176.27193232823925,602.4182956915378,5879.114976899412
378,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989298,13,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,190.5916129186785,602.4182956916467,8106.96139932233
379,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990178,31,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,238.53044062531475,355.9097389035085,8747.57929512773
380,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990198,32,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,210.4189726513399,530.6441297422188,5521.077249919154
381,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988718,1,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
382,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989738,22,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,174.40972101765985,483.15729324359177,7689.169014365529
383,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990038,25,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
384,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989758,23,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,195.17755701546537,487.2472179011091,7195.4404009047375
385,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988698,0,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,272.53890388932075,300.3978865803944,8786.0488592268
386,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990218,33,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,231.8659473592233,435.5178842076437,4613.003297186894
387,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988798,5,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,253.7295713254556,300.39788658039447,7002.695453330348
388,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989198,10,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,434.1795559390511,252.06530534851268,7811.06175800582
389,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989258,12,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,194.04658546713705,602.4182956918629,7192.625232111068
390,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0107um (2a#1) ap5=7.0 ap7=50.0.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549521349,26,107.0,1.0,,200.0,50.0,400.0,1.2,5.0,,333.0358595243731,981.6018914838168,397.3390424526756
391,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574653,46,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,566.9569611972191,462.551805649405,171.2032612740857
392,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572893,6,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,543.2301331279631,603.2100174584248,264.08755476043046
393,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572873,5,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,588.9165510156865,314.9891042776124,133.00619705878935
394,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574593,43,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,593.9976289693162,728.3678305234699,68.45035897725244
395,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572913,7,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,548.5249795202584,929.537803924609,98.98930776312515
396,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574253,38,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,502.6747418108512,980.1616301236036,474.6981880304984
397,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573293,14,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,510.72560317771433,464.1634914982942,843.3387097934828
398,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574773,52,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,518.3085971157992,1123.660508083391,122.4717800071512
399,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573833,29,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,587.2144267741526,558.0423501895897,120.54897692174332
400,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574153,33,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,527.8491879433373,1005.9520268266008,180.1397799647989
401,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574713,49,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,545.5847602320093,715.5708034614744,192.6930352274649
402,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573353,17,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,617.9412822800887,709.4468836758236,219.54380142244725
403,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573773,26,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,544.9565376678082,411.47478113714953,237.87623424075505
404,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573413,20,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,527.4959788916921,791.5688065860484,310.6502022246657
405,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574233,37,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,572.16404391924,1064.985077067059,436.1673409222918
406,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573673,21,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,473.7072329337775,1143.5593786937332,660.6180274688206
407,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573853,30,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,551.5747922040065,1009.0137413870116,175.18388875743818
408,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572833,3,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,562.048952694079,715.5708034614746,60.21949072989372
409,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573393,19,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,580.3092366249185,791.5688065860463,109.12540357908544
410,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573713,23,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,586.4933075586822,885.5445311431945,327.49153620011697
411,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573273,13,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,514.8490881185876,847.1520525727927,190.7687946371246
412,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572933,8,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,539.0980716272986,854.4561417211685,185.3385195310353
413,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573793,27,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,499.5161447473647,980.161630123309,279.27338253480707
414,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574633,45,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,478.27404172331046,1033.8325898938688,350.3069857056633
415,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573873,31,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,519.5983066631971,980.1616301232316,118.96740812567792
416,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573753,25,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,558.8490303257524,483.000884703531,364.9556365090587
417,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573233,11,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,583.0761482154332,274.99782345786383,500.93100065507815
418,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574753,51,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,545.8114333985343,483.6841273263713,202.22019223221568
419,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573813,28,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,523.7762251406707,521.2150003615552,652.6338069178468
420,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574793,53,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
421,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572953,9,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,553.8801628704362,1186.968021383387,269.6150962966592
422,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572793,1,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,548.4132577546867,268.5722977938687,372.5433937442044
423,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574673,47,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,549.3118230446274,435.52085456334567,299.85303532288134
424,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574293,40,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,540.1484716981792,328.987509329309,224.848526807325
425,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574313,41,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,557.723277335528,715.5708034614742,159.5076384785762
426,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572853,4,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,598.37504213214,1123.6605080826391,236.3962612144724
427,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573373,18,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,516.6540099363939,791.5688065860471,606.8630329847143
428,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574173,34,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,550.1000468949011,715.5708034614746,484.62462307629113
429,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573693,22,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,603.8153674139722,791.5688065860471,405.01647469980094
430,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574193,35,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,529.1723320429404,891.5574889564012,224.53712052914364
431,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572773,0,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,545.8880398433736,411.47478113714976,293.11889658320825
432,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574613,44,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,537.0378820405041,558.0423501895897,321.5959356023025
433,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572973,10,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,569.7983952034366,791.5688065860478,217.48176913172264
434,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574733,50,322.0,1.0,,200.0,50.0,400.0,1.2,5.0,,533.3332884829334,980.1616301232608,190.13213954772004
435,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540393,7,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,933.7428659152918,558.0423501895897,1986.2254403710365
436,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541273,27,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,910.4186884824464,990.7349777933384,2106.669065666512
437,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541193,23,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,917.483346445158,847.1520525727884,875.5955174042293
438,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540753,13,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,919.1816797132028,656.3332941314992,1445.9652267201068
439,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541313,29,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,1002.4655705741184,715.5708034614745,955.9702952304368
440,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541793,41,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,896.8643245507897,500.0779072407758,1185.9277557354028
441,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542193,49,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,1008.334968416238,791.5688065860456,1784.3362802298082
442,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540893,20,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,981.2242437822504,603.2100174584247,1474.2444194179357
443,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540413,8,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,962.2483937455364,435.52085456334567,1394.3036002051726
444,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540313,3,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,868.3738918802068,1050.870591107565,1508.2188566883176
445,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542173,48,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,982.5731960676604,715.5708034614745,867.5434019917017
446,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541353,31,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,940.8670174927488,477.7226596943335,989.331438749794
447,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541153,21,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,1072.2464438596144,980.1616301234562,1912.2768279958475
448,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541813,42,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,954.5165470514828,791.568806586046,2056.713184474881
449,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540353,5,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,904.7885619320668,791.5688065860467,1705.417316889879
450,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542213,50,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,911.3606016846974,885.5445311432414,660.6181047496133
451,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540713,11,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,948.908660172386,545.0380903974005,941.9640111521494
452,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540773,14,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,843.0174077603226,791.5688065860448,1448.2756837804357
453,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541233,25,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,960.8487153756636,980.1616301231088,532.9062849329371
