,measurement,timestamp_pulse_id,imageid,separation_um,balance,snr_db,pixis_profile_avg_width,crop_px,xi_um_guess,sigma_x_F_gamma_um_multiplier,xatol,sigma_F_gamma_um_opt_v2,xi_x_um_v2,xi_y_um_v2,chi2distance_deconvmethod_2d_v2
2402,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0322um (4c) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545674118,64,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,664.6815342432417,870.8613613096546,202.8100082235746
2403,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0322um (4c) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545671098,9,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,496.2112543964193,1036.408771500868,446.84064682606765
2404,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0322um (4c) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545673698,58,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,712.8554880795401,504.06876314480166,777.4352470901317
2405,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0322um (4c) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545674578,69,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,710.2144303817729,555.9123814331315,90.80698925709316
2406,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0322um (4c) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545671998,27,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,473.8030373060632,1036.4087715009043,467.6925372708918
2407,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0322um (4c) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545672738,39,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,655.0657020315692,600.7220663435487,59.870011727513656
2408,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0322um (4c) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545672298,29,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,723.6811099987468,540.6355102709916,395.8044806809484
2409,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0322um (4c) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545674598,70,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,577.6101229677972,985.3893974661324,55.271264519611385
2410,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0322um (4c) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545670918,0,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,528.2200250780155,1193.440703947783,215.28189559128924
2411,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0322um (4c) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545670978,3,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,606.7412501918681,1455.598546493526,49.14717756748188
2412,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545618022,21,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1098.2355841522308,770.7984049890297,7239.858090871396
2413,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545618082,23,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,971.2960507408292,754.5103830301608,5099.491855513049
2414,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545618422,25,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,936.6401067526608,555.9123814546876,14862.5424859364
2415,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545618482,28,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,940.955367375026,540.6355102952882,10539.936434989066
2416,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545617542,12,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,625.3695480961823,985.389397506113,6097.70075046949
2417,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545617922,17,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,944.2917086967052,600.72206636872,4249.589388898575
2418,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545617962,19,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,893.9429776407168,1036.4087715289916,6590.068539365999
2419,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545618342,24,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,751.2064204472891,720.8536010809987,3708.596557630758
2420,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545617082,3,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,955.4267933846718,870.8613613454864,5910.654228651756
2421,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545617982,20,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,555.2337337009074,985.3893975061818,10655.663431757332
2422,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545618522,30,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,435.1657941780581,1036.4087715293235,14197.219717163816
2423,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545616982,0,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,596.6535749142234,870.8613613455209,8927.136608020954
2424,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545617902,16,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,517.7959783185817,458.4782754464703,10500.74880851933
2425,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545617462,8,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,586.5115513712524,1036.4087715283752,12351.02623633856
2426,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545617122,5,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,649.7573466657046,1036.4087715284973,10179.101354415425
2427,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1c),1545617162,7,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,563.7806014940179,668.8590753075085,18300.75495275412
2428,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648001,11,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1039.6581256043803,985.3893975063328,4152.48571874026
2429,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649001,34,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1232.5439182395596,700.9167059090549,10183.47223245663
2430,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545647621,5,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1077.0026581271495,1036.408771528183,4579.341943606013
2431,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648561,25,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1075.8884688232993,985.3893975063996,5553.243701207927
2432,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648521,24,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,948.68657046802,458.4782754464703,4197.625737049964
2433,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545647701,8,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1022.3481094696964,1193.4407045230676,8850.006371125628
2434,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649021,35,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1231.946412867772,757.1378312542059,2179.37113604608
2435,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545647721,9,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,918.838647150368,1036.4087715283106,5533.354764621705
2436,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648021,12,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,981.0346112976569,985.3893975062072,10091.504449990029
2437,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649821,51,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1109.674867560629,721.9918440834607,6409.296810072942
2438,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648921,30,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1110.5543063209116,985.389397506021,9649.48130005181
2439,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648941,31,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,866.1850284045094,1193.4407045257935,6613.537589892444
2440,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649541,49,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,862.2169996524196,653.3889021686945,5764.3872412686205
2441,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648181,20,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,871.555296619874,721.4788616700215,2820.422570283916
2442,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649501,47,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,864.7923633722368,600.72206636872,6883.157027289054
2443,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545647521,0,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1001.7792229816964,600.72206636872,5040.182171406987
2444,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649441,44,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,828.5745789317696,779.7961553213097,2765.471276933865
2445,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649061,37,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1022.0059212537554,985.389397506198,6015.337560407982
2446,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545647601,4,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,580.5371704994719,699.1529355464992,4907.001537468759
2447,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648901,29,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1062.0891027527002,433.7133689938866,2739.522852908134
2448,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648041,13,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,776.1949954667762,870.8613613454834,2107.391714881364
2449,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648121,17,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,986.5558145957608,716.1777822652466,2506.873708556421
2450,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545647541,1,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,846.3059718304145,653.3889021686942,2415.8167594672627
2451,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545647681,7,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,787.6581652333838,870.8613613455158,3265.517438020312
2452,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649841,52,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,989.2122666281964,870.861361345498,2776.727138799979
2453,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648881,28,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,904.0636735594022,870.8613613454759,7133.748807707128
2454,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648481,22,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,774.5537844652396,870.8613613455057,2476.4040929293105
2455,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649041,36,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,844.9310185247468,985.3893975063592,2007.899582001433
2456,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649361,40,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,716.0311730244388,779.7961553213081,2845.096088148529
2457,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648601,27,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,620.1184332434711,1455.598542651516,3247.802004318265
2458,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545647981,10,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,670.6556599057211,985.3893975062966,1865.431404036076
2459,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648581,26,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,683.7947813932876,985.389397506159,293.89476008641185
2460,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649461,45,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,625.9488778949407,719.1167489555214,1271.4077240714053
2461,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649421,43,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,879.321141973934,985.3893975064142,800.7742301110676
2462,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649481,46,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,766.8654735330846,736.9052505594011,2015.6081877393049
2463,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648961,32,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,684.1940934197387,732.8256798038109,4283.254805155924
2464,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649381,41,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,670.2337917629555,1193.4407045217465,1358.921618054395
2465,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545648101,16,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,512.0107320244938,653.3889021686942,3605.857174524572
2466,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545649801,50,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,555.7661803225961,444.006573702306,1641.706880407224
2467,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 1047um (3d) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg4ab),1545647661,6,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,692.6711925817091,720.7250027925747,2062.4829885681147
2468,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0107um (2a) ap5=7.0 ap7=50.0 (bg2ab) ap5=7.0 ap7=50.0,1547402350,65,107.0,1.0,,200.0,50.0,800.0,1.2,5.0,,493.2488868253787,1568.8281734686432,5228.761653668655
2469,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547475878,67,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,721.740620586572,1075.820949074675,1457.3652645959723
2470,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547473198,6,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,650.994234530733,1598.1660625272257,1486.963035788221
2471,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547473635,16,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,629.1592791399901,1598.166062532347,643.4157503655532
2472,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547473998,21,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,631.6655858912195,1598.166062523205,3002.198487369465
2473,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547474498,34,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,519.4960219319084,640.0270959320445,5677.542836077217
2474,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547475098,52,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,686.7967883417643,1206.6273105688654,1725.8771684664985
2475,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547475078,51,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,646.1653958489846,726.7795055257682,1367.4202177101834
2476,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547473258,9,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,500.8229271856396,1598.1660625320353,1263.944068763672
2477,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547475558,63,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,650.8919835628346,800.8411731090737,1631.3487193074134
2478,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547474958,45,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,649.8026380880996,1375.289365563419,1822.8946956574512
2479,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547474098,26,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,610.1614758031703,954.731699814929,820.7462900358556
2480,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547475018,48,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,612.1370490048247,2081.6609675387185,749.6681810155668
2481,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547474558,37,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,618.3826623054587,2081.660967558178,1474.9101839784446
2482,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547475038,49,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,715.5222421682367,1075.8209490746808,1102.2419419162318
2483,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547474138,28,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,626.6679573876387,1206.627310568968,1085.4860072890572
2484,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547474638,41,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,730.9089299913271,661.510565280303,1022.2480899617792
2485,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547474938,44,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,569.160578964622,1598.166062527393,1054.432748418103
2486,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547474598,39,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,731.0236487467733,1206.627310568932,1136.0071070168367
2487,2017-11-26T2300 18.0nm 70uJ 7Und. KOAS=1.5mm 0322um (4a) ap5=7.0 ap7=1.5 (bg4ab) ap5=7.0 ap7=1.5,1547473078,0,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,558.9459554525926,458.5370458380072,2232.5614811843675
