,measurement,timestamp_pulse_id,imageid,separation_um,pixis_profile_avg_width,crop_px,shiftx_um,shiftx_um_range_0,shiftx_um_range_1,shiftx_um_do_fit,wavelength_nm,wavelength_nm_range_0,wavelength_nm_range_1,wavelength_nm_do_fit,z_mm,z_mm_range_0,z_mm_range_1,z_mm_do_fit,d_um,d_um_range_0,d_um_range_1,d_um_do_fit,gamma,gamma_range_0,gamma_range_1,gamma_do_fit,w1_um,w1_um_range_0,w1_um_range_1,w1_um_do_fit,w2_um,w2_um_range_0,w2_um_range_1,w2_um_do_fit,I_Airy1,I_Airy1_range_0,I_Airy1_range_1,I_Airy1_do_fit,I_Airy2,I_Airy2_range_0,I_Airy2_range_1,I_Airy2_do_fit,x1_um,x1_um_range_0,x1_um_range_1,x1_um_do_fit,x2_um,x2_um_range_0,x2_um_range_1,x2_um_do_fit,normfactor,normfactor_range_0,normfactor_range_1,normfactor_do_fit,mod_sigma_um,mod_sigma_um_range_0,mod_sigma_um_range_1,mod_sigma_um_do_fit,mod_shiftx_um,mod_shiftx_um_range_0,mod_shiftx_um_range_1,mod_shiftx_um_do_fit,shiftx_um_fit_v1,wavelength_nm_fit_v1,z_mm_fit_v1,d_um_fit_v1,d_um_at_detector_v1,gamma_fit_v1,w1_um_fit_v1,w2_um_fit_v1,I_Airy1_fit_v1,I_Airy2_fit_v1,x1_um_fit_v1,x2_um_fit_v1,chi2distance_fitting_v1,xi_um_fit_v1
239,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547982013,2,215.0,200.0,,897.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,886.2161650527628,7.960580225213091,,,2174.190439947443,0.9624004209272004,11.2712596799005,12.005835093545947,1.0,0.7743386437687443,-1349.8736576809902,824.3167822664528,0.0092124259419936,776.576440099734
240,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547983533,42,215.0,200.0,,1105.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,1102.2663564795944,7.957609958550607,,,2154.048982184277,0.9583330411577472,11.137960054267074,12.020208606882925,1.0,0.7470092816875882,-1540.8811356821277,613.1678465021496,0.0107009680522984,736.9246166663135
241,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547982153,9,215.0,200.0,,884.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,889.6481378321182,7.96651670675517,,,2185.5743517956626,0.9579811581893448,11.213666483211853,11.98656032678747,1.0,0.7740582692102866,-1351.55192616034,834.0224256353224,0.0086689345021675,733.765583315353
242,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547982993,27,215.0,200.0,,871.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,865.225051326036,7.974009113994517,,,2157.079606971656,0.9570202916959728,10.951606410139911,12.191489463640435,1.0,0.7094662253415043,-1320.9695765060917,836.1100304655641,0.0154058247909881,725.3364090853297
243,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547983833,46,215.0,200.0,,884.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,884.6624559296806,7.964130348355692,,,2163.99571452744,0.9577711784417676,11.142728686873292,12.048914474760684,1.0,0.7602690764523408,-1338.1673343451298,825.8283801823106,0.0068704813212123,731.8991878304238
244,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547982033,3,215.0,200.0,,442.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,443.65745682275065,7.968921297034588,,,2141.550418883782,0.9582739618793928,11.000109535704826,12.170447054343622,1.0,0.6790593569609173,-894.1923573343765,1247.3580615494056,0.0145505437052712,736.3914624205173
245,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547982453,12,215.0,200.0,,884.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,875.1180983953668,7.9737178088534,,,2147.958517092095,0.9580613067684955,11.0282689316067,12.106521297687255,1.0,0.717518432683766,-1309.4013829960209,838.5571340960742,0.0129304751632924,734.4816461777656
246,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547983453,38,215.0,200.0,,455.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,452.8264343996093,7.973760667445137,,,2166.6543185156424,0.9583947099392156,11.13947431059682,12.045932054314733,1.0,0.7346881507910803,-913.841054655036,1252.8132638606064,0.0078768386534557,737.48234154343
247,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547983853,47,215.0,200.0,,663.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,665.2453577345696,7.9594430979646,,,2154.588832861744,0.9616828581962548,11.068361528120244,12.03113746134975,1.0,0.7151658435401267,-1094.9884998134455,1059.6003330482986,0.0141267290712486,769.1281186391096
248,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547982893,22,215.0,200.0,,897.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,896.2675235091087,7.978478981610167,,,2217.3255527871,0.961873275142194,11.30457104746127,12.017171316715276,1.0,0.8146656152794263,-1382.7099206480466,834.6156321390531,0.0088257018152711,771.08427814245
249,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547983493,40,215.0,200.0,,884.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,878.4984153581922,7.966154436980145,,,2126.944142205273,0.9548712495246432,11.003056601214016,12.062875623009075,1.0,0.712142302875993,-1306.8007620380922,820.1433801671811,0.0111232583210169,707.4606777757364
250,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547983333,32,215.0,200.0,,676.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,678.8728867434697,7.983910225731147,,,2237.8785604429054,0.9600313771377416,11.321337708191642,12.074333128054988,1.0,0.7942900474557135,-1171.8959008486318,1065.9826595942736,0.0049909161843837,752.7491605110555
251,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547983353,33,215.0,200.0,,676.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,671.1946379447495,7.974902058546581,,,2170.647038246429,0.9631108926227592,11.193581044693548,12.055856854425269,1.0,0.7697851814797079,-1130.014722018405,1040.632316228024,0.0082520254324742,784.1628159345079
252,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0215um (3c) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547982073,5,215.0,200.0,,871.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,215.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-1075.0,-2075.0,0.0,True,1075.0,0.0,2075.0,True,1.0,0.1,1.5,False,,,,,,,,,874.6839909225191,7.97512382915078,,,2152.066475990602,0.959950552706065,11.011243101905384,12.12922011816817,1.0,0.7381318577857061,-1325.352844450807,826.7136315397952,0.010601983198981,751.9734891604791
253,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548043767,4,445.0,200.0,,-715.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-716.317798157323,7.957757626066937,,,4814.653542988818,0.812983643952015,11.45914895420866,11.152909522889312,1.0,0.9021814757720884,-1976.6637750864136,2837.9897679024048,0.1036453773286104,691.5337596987504
254,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548044667,25,445.0,200.0,,-286.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-292.4732131211931,7.966631802840895,,,4801.6730891251855,0.8047123120690781,11.423551875606298,11.16768526392392,1.0,0.975488035496149,-2385.433722091396,2416.2393670337897,0.0825054028839946,675.0635974737604
255,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548044247,16,445.0,200.0,,-689.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-688.431900886677,7.958541458958222,,,4744.919754710397,0.8403562087586791,11.254828147363703,11.163433270625063,1.0,0.6649312374467262,-1924.977094840216,2819.942659870181,0.1233458488461231,754.4986899739404
256,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548044187,13,445.0,200.0,,-1313.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-1310.9647046542275,7.957293382761759,,,4574.947806054923,0.7787516529821964,11.310982812807188,11.303259403476485,1.0,0.7021665980558283,-1349.9478137965157,3224.9999922584066,0.601741438007592,629.2456467385213
257,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548046047,58,445.0,200.0,,-598.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-598.2838128624587,7.963792948479193,,,4780.737298111655,0.8057517832785592,11.312256907553175,11.145527982485556,1.0,0.7750006223216539,-2067.877703156427,2712.859594955228,0.1517835503809056,677.0779990733198
258,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548045187,39,445.0,200.0,,-481.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-484.22747005001327,7.967997371865571,,,4763.255267376488,0.8211771189548992,11.24814904213588,11.168541428857989,1.0,0.7004598403994484,-2150.6268067635056,2612.6284606129816,0.1710185141045455,708.9143386683782
259,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548044707,27,445.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,29.684548531764904,7.954598832092345,,,4787.981581161272,0.8545068493687125,11.320665181027575,11.099426528953966,1.0,0.6330758604764299,-2683.5635454195185,2104.4180357417526,0.1298215774836988,793.5535799183195
260,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548044627,23,445.0,200.0,,-923.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-921.5954952540887,7.968372599287142,,,4809.55403457431,0.8438944339577337,11.403426274890236,11.123168594789425,1.0,0.812268482999537,-1779.4447984662104,3030.1092361081,0.142125913614638,763.7802639380797
261,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548045627,49,445.0,200.0,,-897.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-901.0097722354778,7.962439742383081,,,4776.568511421233,0.8251581161757165,11.381633967401426,11.166427335227386,1.0,0.9078945921692776,-1765.2298852699917,3011.338626151241,0.202806127757275,717.7788056124349
262,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548044307,19,445.0,200.0,,-1443.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-1444.11951498464,7.964682016024971,,,4573.8328287095055,0.771472027360592,11.502133134406938,11.575586882077712,1.0,0.6429813068924096,-1348.832828710542,3224.999999998964,1.1994924361803097,617.7519196573969
263,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548043867,9,445.0,200.0,,-1313.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-1318.1370162296837,7.985099429811393,,,4597.786630731787,0.7441962424178646,11.273574657743527,11.581468062790403,1.0,0.5472663848207261,-1372.7866307396898,3224.9999999920974,0.7651039684553529,578.8987869270213
264,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548045227,41,445.0,200.0,,-1222.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-1223.6042777863563,7.9619420173827,,,4707.759592179756,0.8174408507770743,11.422631318329271,11.27044695131188,1.0,0.6988009563147268,-1482.7595932412771,3224.9999989384787,0.2767836530175737,700.849571991619
265,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548044687,26,445.0,200.0,,-1430.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-1432.812538093935,7.95783157419609,,,4583.222103202967,0.7578427400198409,11.574923388885926,11.518605840196056,1.0,0.7823005380309354,-1358.2221032031557,3224.999999999811,1.5285870157571777,597.5664751216902
266,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548046147,63,445.0,200.0,,-793.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-793.5881726086171,7.986363998939199,,,4727.3935168269445,0.7812213900345718,11.130979394098553,11.044774559029875,1.0,0.7807780409907805,-1802.6730202709884,2924.720496555956,0.1625252203469059,633.2677493170661
267,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548043807,6,445.0,200.0,,-390.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-396.7755303376948,7.994958778719531,,,4753.413486308418,0.7854295313064146,11.136061702785552,11.119888203020208,1.0,0.7871652457773568,-2246.8496431538665,2506.563843154552,0.2986921916459324,640.2718141139175
268,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548045127,36,445.0,200.0,,-689.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-688.6570800185299,7.965596694562488,,,4761.995330282233,0.8320655203001951,11.290533069699933,11.21236906332646,1.0,0.6954543095338173,-1934.5593392178373,2827.435991064396,0.1168354048034581,733.8717590782073
269,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548045147,37,445.0,200.0,,0.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,29.079285772968205,7.958180953656939,,,4754.673669505233,0.8393448940726951,11.316075063636218,11.139058000278844,1.0,0.6824431283137011,-2663.898666003501,2090.775003501732,0.1641380738068863,751.900374536773
270,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548045107,35,445.0,200.0,,-195.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-197.1958616742652,7.955609525299208,,,4789.239548719081,0.829662725230341,11.455999445150804,11.140762100362767,1.0,0.8210406709213438,-2464.758096451096,2324.481452267984,0.1904974323274494,728.1669591648448
271,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548044767,30,445.0,200.0,,-1430.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-1430.864016427354,7.956278506645328,,,4568.223265316721,0.766278890121902,11.559010153662465,11.469008132401228,1.0,0.7248435333617163,-1343.2232654169918,3224.999999899729,1.2973743560992488,609.864808132485
272,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5c) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548043747,3,445.0,200.0,,-1014.0,-1500.0,1500.0,True,8.0,7.9,8.1,True,5781.0,5770.0,5790.0,False,445.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-2225.0,-3225.0,0.0,True,2225.0,0.0,3225.0,True,1.0,0.1,1.5,False,,,,,,,,,-1012.5379788196508,7.963558944511263,,,4789.242857804673,0.8387399621189929,11.320566141508028,11.169734545741344,1.0,0.636214926581113,-1660.184446755916,3129.058411048757,0.1821262360266691,750.3574484588896
