,measurement,timestamp_pulse_id,imageid,separation_um,balance,snr_db,pixis_profile_avg_width,crop_px,xi_um_guess,sigma_x_F_gamma_um_multiplier,xatol,chi2distance_deconvmethod_2d_v3,xi_x_um_v3,xi_y_um_v3
0,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026540,12,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,23.815675251674108,415.2884230886838,1077.4162844144405
1,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027980,47,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,39.98735090958764,495.8388275313583,530.7930207301941
2,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027060,25,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,20.936431002802014,447.1434380333743,1077.4162844133584
3,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026120,3,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,43.39022975569286,394.5575213489814,300.3978865809864
4,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026140,4,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,23.25637371361889,491.0756901836021,934.1905728861634
5,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027020,23,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,23.349879401218296,491.862736220169,952.9379979678648
6,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027600,40,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,27.69731294591473,391.1574139601378,1077.4162844237778
7,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026980,21,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,37.06107939803612,387.8747090692623,952.9379979784388
8,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548028000,48,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,18.41935231450828,468.4274788950653,1403.784769607738
9,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027580,39,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,15.73242032379573,474.5036638730057,1077.416284413217
10,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027860,41,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,26.66387954325218,427.8929034502741,930.9152961767188
11,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548028040,50,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,13.842188771063578,440.86648471344,814.6179504494553
12,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027160,30,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,18.43654296727402,413.293892018824,1188.9211792480376
13,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027940,45,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,18.53605077275764,427.3800524669837,718.1171616035197
14,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026180,6,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,25.517020686012057,434.7844952767586,1092.4338334436443
15,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026620,16,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,29.743471426337862,419.9925040029124,1107.8239541270354
16,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026260,10,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,14.666594953939736,464.2712907133717,814.6179504503122
17,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026560,13,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,30.48120479102513,434.291505118769,704.7624774006273
18,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027520,36,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,19.147419004671345,433.855626846808,604.0035325846522
19,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027960,46,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,17.663009355211017,431.9199321326784,704.7624774006265
20,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027920,44,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,20.422280371704385,430.2251064654914,604.0035325845874
21,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548028020,49,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,23.268937580821365,434.3326951889744,604.003532584801
22,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027040,24,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,60.718957632221546,495.792188058209,1107.8239541486569
23,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026520,11,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,23.99557900857912,504.2949008893991,530.7930207301498
24,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026660,18,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,32.04073088374203,464.4691784039047,1107.8239541486569
25,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026160,5,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,17.10072559467457,473.6486047511678,530.7930207301664
26,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026200,7,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,24.607369413634736,445.081736436396,1107.8239541270354
27,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027440,32,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,41.50101620305088,448.0394015914164,396.42494615840246
28,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027480,34,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,34.87672352519,432.9045277267442,530.7930207301664
29,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027500,35,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,17.959250444158535,444.47016341128887,1107.8239541270354
30,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026060,0,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,17.890119804342266,496.86018449514586,1082.6882772897818
31,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027100,27,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,50.44601549607248,439.3895981860379,300.3978865809864
32,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027560,38,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,22.30787315752108,465.6411666940471,704.7624773999829
33,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026220,8,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,13.863649222407885,513.1523529457723,1164.308859208107
34,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027140,29,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,63.20693245641678,464.2998163025467,604.0035325847099
35,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026700,20,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,50.14514223806918,441.20524232812113,1107.8239541458008
36,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027880,42,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,88.2538149790537,442.73495503480177,1107.8239541270354
37,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026080,1,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,28.076267767828504,408.0723250399826,1107.823954126153
38,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026100,2,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,14.212282818526589,443.7430991783172,1077.4162844221664
39,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026240,9,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,16.992266071991637,432.1073454194006,814.6179504495835
40,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027080,26,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,24.55282632591086,420.3137015710668,814.6179504486574
41,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027000,22,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,11.906419177804178,507.5996881779197,1276.8743582597715
42,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027420,31,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,17.741151863532146,435.1377115909766,530.7930207301982
43,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026640,17,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,51.78942424001603,443.140328881295,1077.4162844237778
44,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026580,14,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,111.7758827322508,435.8055469704292,328.3603031381981
45,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027460,33,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,18.4120309800822,436.5165332646402,1077.4162844133584
46,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027120,28,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,52.25191532818449,405.5908603781131,835.9376892234671
47,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548027900,43,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,44.206388583887616,408.9855793701015,1107.8239541707935
48,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026600,15,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,16.922626613687687,448.4597892484937,604.003532584801
49,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0322um (4a) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1548026680,19,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,52.675342916214575,434.0290767801224,1077.416284415773
50,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040339,50,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,82.39004843677102,451.9681225503887,922.2369323536624
51,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038999,21,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,36.02314809745487,468.2237257469075,602.418295699736
52,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038939,18,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,62.98042119157316,482.4098039532126,874.7817073382578
53,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039419,30,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,99.118586258148,454.13276866068566,874.7817073451067
54,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039319,25,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,33.07323851062412,489.7548686903741,881.7422683360141
55,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039839,38,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,37.25760387186294,412.99603373604594,881.7422683480214
56,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040219,44,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,17.895312619936497,445.3216807234956,770.6589023769536
57,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038959,19,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,55.41803920754656,445.25268233641134,874.7817073490722
58,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039919,42,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,31.362687469569885,454.3444707411209,483.15729323763225
59,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039339,26,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,20.7018775240894,466.44837160201007,770.6589023831543
60,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040279,47,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,30.789969125394144,482.9306181452524,530.6441297388025
61,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039439,31,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,15.940864876002395,503.6131393104003,837.0710073350509
62,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038819,12,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,47.77448156203911,544.1733914634158,922.2369323635836
63,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038399,3,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,29.02632591361759,433.1812334095512,874.7817073514843
64,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039399,29,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,106.31739888344808,479.0418124810189,530.6441297388077
65,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039299,24,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,18.169476346355783,495.1648011052882,770.6589023768067
66,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038439,5,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,18.26931699361238,493.5142409971584,530.6441297388301
67,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038479,7,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,45.26428018879642,406.6344094449073,874.7817073391249
68,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040239,45,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,14.225141439096571,466.5669495988185,922.2369323537235
69,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038379,2,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,45.53830300719333,475.6040281894906,396.4249164642275
70,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039799,36,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,106.23148337734116,492.7222402100345,874.7817073355097
71,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039279,23,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,12.33146560782978,514.3783524014452,692.7638879488511
72,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040299,48,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,78.00752297933599,501.7447719244659,336.7565923284667
73,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038859,14,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,48.90687201958422,457.5647332910867,881.7422683628097
74,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038919,17,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,16.78103909432882,497.6502012951907,837.071007337351
75,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039779,35,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,40.4423401473393,477.019343159705,881.7422683385812
76,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039459,32,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,59.33297529656596,527.4188012080231,325.82097460998824
77,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039879,40,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,26.29589221816979,437.5402143624508,602.4182956999447
78,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038339,0,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,49.32356230759002,458.704046969651,530.6441297388232
79,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040359,51,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,20.40116128295121,485.4350000691463,922.2369323589826
80,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038519,9,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,39.70832581112055,455.3551574729749,874.7817073391249
81,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038839,13,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,12.16456752489945,494.9074785191577,874.7817073547845
82,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039759,34,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,27.94727059215088,417.18481368399546,881.7422683411481
83,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040259,46,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,19.921138439388333,462.5195913535933,770.6589023711996
84,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039379,28,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,40.287240606144486,473.1477663029839,874.7817073548295
85,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038499,8,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,24.65040240817241,481.0898514207666,718.5504156370026
86,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039739,33,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,62.57933811299806,510.5160841065589,874.7817073391249
87,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038899,16,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,24.98568966793202,485.4782265481568,874.781707350126
88,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040199,43,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,29.05189516111632,497.5711006083235,770.6589023711996
89,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038539,10,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,26.268116352523307,502.1263081106332,435.5178842026449
90,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040379,52,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,34.10985034880154,445.781896812488,396.42491646422746
91,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039899,41,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,96.66601757345504,488.1380000240067,881.7422683563834
92,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039859,39,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,39.60592134061672,523.6445364476176,922.2369323537235
93,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038979,20,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,20.90244244601718,520.6896115752668,874.7817073278242
94,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039819,37,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,43.475879289633056,463.60792481404576,881.7422683477408
95,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040319,49,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,46.54598684721632,483.02144084904944,922.2369323537235
96,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038459,6,445.0,,26.8,200.0,50.0,400.0,1.2,5.0,54.67761133627407,536.7424161085405,874.7817073430566
