,measurement,timestamp_pulse_id,imageid,separation_um,balance,snr_db,pixis_profile_avg_width,crop_px,xi_um_guess,sigma_x_F_gamma_um_multiplier,xatol,chi2distance_deconvmethod_2d_v3,xi_x_um_v3,xi_y_um_v3
402,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573353,17,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,37.264626527762346,631.9239829236842,1123.6605080850484
403,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573773,26,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,214.3360571625608,542.271877678066,603.2100174584248
404,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573413,20,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,211.7230280275276,525.1117368743544,1143.5593786917543
405,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574233,37,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,200.52049300661992,576.1664133628892,1123.6605080826507
406,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573673,21,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,293.9287665827612,485.2812800485653,1143.559378692221
407,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573853,30,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,83.47829537387985,560.3765319208566,1123.6605141489931
408,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572833,3,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,32.42368887907021,570.9720546440831,1143.559378693002
409,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573393,19,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,49.95015896265576,588.4033530471461,1229.991531741189
410,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573713,23,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,205.1556938088324,591.0418241570972,1143.559378694572
411,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573273,13,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,137.9475132980327,521.3710435824097,791.5688065860493
412,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572933,8,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,96.06987666406069,546.3152124788961,1268.3769204178934
413,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573793,27,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,247.2190566939433,505.9395993537405,715.5708034614745
414,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574633,45,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,142.48316148790923,487.8289923085538,1143.559378693487
415,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573873,31,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,67.336631867422,528.928643378618,1098.9146471739646
416,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573753,25,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,113.79674624384276,555.9894860824829,1143.559378693166
417,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573233,11,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,79.53209399050236,577.7810996500837,1123.6605080821791
418,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574753,51,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,67.95973070196969,545.2849958551728,1123.6605080835782
419,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573813,28,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,645.7002308139495,532.4011974164323,553.6633613626246
420,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574793,53,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,156.11183998339658,606.1909493854479,1123.6605080818356
421,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572953,9,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,57.11285088530836,558.4047254573065,1143.5593786923062
422,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572793,1,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,111.0842656241458,547.8173276132788,1143.5593786913585
423,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574673,47,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,72.64583334225739,559.6916099880721,1143.5593786928205
424,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574293,40,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,137.4080310212182,538.9985707177899,715.5708034614744
425,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574313,41,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,35.054060399925106,557.6553392235073,1143.5593786928848
426,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572853,4,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,108.1591293367995,612.4477216742201,1123.6605080834847
427,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573373,18,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,414.2520594847993,518.8209137821126,715.5708034614745
428,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574173,34,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,287.47766791144613,547.6073952338223,1228.127092706036
429,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573693,22,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,122.524545838066,612.0075760972675,1143.559378690484
430,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574193,35,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,109.22266980409113,539.2498836000345,1228.1270927090222
431,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572773,0,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,157.2460054179789,542.299933695978,1123.6605080843042
432,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574613,44,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,248.622777550912,534.322508498227,656.3332941314992
433,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572973,10,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,104.1219954228537,568.6740741990661,1228.1270927056307
434,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574733,50,322.0,,26.8,200.0,50.0,400.0,1.2,5.0,51.60313489682084,538.2913604816652,1123.6605080826507
435,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540393,7,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,432.8213347359599,947.524805092301,1144.3863478100593
436,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541273,27,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,57.60638603309629,970.8684522860034,1123.660508085133
437,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541193,23,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,83.41284060181428,956.3009534823956,1123.6605080826737
438,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540753,13,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,125.8862321816136,953.6712826277128,1143.559378693202
439,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541313,29,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,91.65802045664869,1029.603667623329,1123.6605080822094
440,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541793,41,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,90.63908067506404,908.525020917935,1285.269262251772
441,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542193,49,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,177.89845795894777,1037.1220298689518,1143.5593786928794
442,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540893,20,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,151.5472223066291,982.6917799188512,1123.660508082353
443,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540413,8,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,311.6026028548836,999.0532490744852,1206.9531827548308
444,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540313,3,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,102.55726733350863,892.7557774281306,1123.6605080827774
445,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542173,48,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,31.714466359271,995.6020802590886,1228.1270927135954
446,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541353,31,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,61.8823753097005,948.6513630338616,1154.2911238602974
447,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541153,21,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,208.06244685762843,1116.0942080180944,1143.5593786941663
448,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541813,42,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,100.5330000172967,968.9997141167504,1242.109970246149
449,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540353,5,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,249.0113155050749,928.012337102202,1228.1270927131652
450,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542213,50,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,87.8979091291934,925.4019796026296,1149.0432837789936
451,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540713,11,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,60.28106786871628,947.827781949709,1186.9680213868469
452,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540773,14,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,129.56584355970753,858.107838436732,1143.5593786923928
453,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541233,25,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,28.862543143710955,1016.797687808998,1248.270607544361
454,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540253,0,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,28.301205508443324,979.4701924623704,1228.1270927125247
455,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541253,26,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,65.02452281696122,982.3599191671052,1123.6605080840086
456,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541733,38,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,48.06363274233079,975.1417410356206,1123.660508082609
457,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542093,44,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,97.19810476887328,980.6045761069336,1143.559378692427
458,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540273,1,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,71.19651942140979,995.5409836668608,1143.55937869203
459,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541753,39,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,28.37894899127569,988.5565459475276,1123.660508084541
460,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541713,37,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,1324.2085132505747,988.1049288577497,393.71447549402353
461,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541173,22,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,93.8362971026266,990.6022478474372,1228.127092715108
462,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541613,32,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,43.66640993967905,1028.348048466908,1209.1736959770808
463,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540833,17,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,274.3982823078,927.2712871803096,1123.6605080837198
464,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542233,51,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,80.97532479575655,968.2414575580038,1143.5593786913028
465,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540433,9,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,209.1130595636615,926.1727638474192,791.5688065860467
466,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540333,4,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,56.815830092389525,1074.2800636155134,1148.3157298133378
467,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541693,36,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,145.9941977489995,1050.7641950909936,1143.5593786937409
468,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540293,2,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,40.40684542711965,938.3115837218828,1123.6605080821791
469,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542153,47,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,345.6415531788913,934.0469723708692,462.55180564940486
470,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542273,53,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,84.18957266126016,1026.3813523219812,1143.559378693988
471,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540813,16,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,53.54155594561824,1087.7225663655536,1123.6605080839252
472,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541653,34,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,555.648167471474,1039.283637966346,499.7080728327796
473,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540793,15,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,72.1617307062525,939.1248161517744,1123.6605080817849
474,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541333,30,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,39.15537513233273,1038.2295304466609,1143.5593786928546
475,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542253,52,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,62.112802453109616,1005.6016200755956,885.5445311432755
476,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540693,10,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,46.40133363779866,974.1794282107908,980.1616301232071
477,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541773,40,707.0,,26.8,200.0,50.0,400.0,1.2,5.0,176.5117814014537,1014.717071902434,791.5688065860468
